date,drug_name,category,quantity_sold,day_of_week,month,is_weekend
2024-11-10,Multivitamins Syrup,Supplement,24,6,11,1
2024-11-11,Multivitamins Syrup,Supplement,32,0,11,0
2024-11-12,Multivitamins Syrup,Supplement,24,1,11,0
2024-11-13,Multivitamins Syrup,Supplement,26,2,11,0
2024-11-14,Multivitamins Syrup,Supplement,30,3,11,0
2024-11-15,Multivitamins Syrup,Supplement,23,4,11,0
2024-11-16,Multivitamins Syrup,Supplement,28,5,11,1
2024-11-17,Multivitamins Syrup,Supplement,31,6,11,1
2024-11-18,Multivitamins Syrup,Supplement,22,0,11,0
2024-11-19,Multivitamins Syrup,Supplement,28,1,11,0
2024-11-20,Multivitamins Syrup,Supplement,28,2,11,0
2024-11-21,Multivitamins Syrup,Supplement,30,3,11,0
2024-11-22,Multivitamins Syrup,Supplement,23,4,11,0
2024-11-23,Multivitamins Syrup,Supplement,23,5,11,1
2024-11-24,Multivitamins Syrup,Supplement,29,6,11,1
2024-11-25,Multivitamins Syrup,Supplement,28,0,11,0
2024-11-26,Multivitamins Syrup,Supplement,28,1,11,0
2024-11-27,Multivitamins Syrup,Supplement,28,2,11,0
2024-11-28,Multivitamins Syrup,Supplement,25,3,11,0
2024-11-29,Multivitamins Syrup,Supplement,28,4,11,0
2024-11-30,Multivitamins Syrup,Supplement,28,5,11,1
2024-12-01,Multivitamins Syrup,Supplement,27,6,12,1
2024-12-02,Multivitamins Syrup,Supplement,36,0,12,0
2024-12-03,Multivitamins Syrup,Supplement,31,1,12,0
2024-12-04,Multivitamins Syrup,Supplement,25,2,12,0
2024-12-05,Multivitamins Syrup,Supplement,32,3,12,0
2024-12-06,Multivitamins Syrup,Supplement,26,4,12,0
2024-12-07,Multivitamins Syrup,Supplement,32,5,12,1
2024-12-08,Multivitamins Syrup,Supplement,33,6,12,1
2024-12-09,Multivitamins Syrup,Supplement,27,0,12,0
2024-12-10,Multivitamins Syrup,Supplement,33,1,12,0
2024-12-11,Multivitamins Syrup,Supplement,31,2,12,0
2024-12-12,Multivitamins Syrup,Supplement,32,3,12,0
2024-12-13,Multivitamins Syrup,Supplement,36,4,12,0
2024-12-14,Multivitamins Syrup,Supplement,29,5,12,1
2024-12-15,Multivitamins Syrup,Supplement,27,6,12,1
2024-12-16,Multivitamins Syrup,Supplement,27,0,12,0
2024-12-17,Multivitamins Syrup,Supplement,27,1,12,0
2024-12-18,Multivitamins Syrup,Supplement,29,2,12,0
2024-12-19,Multivitamins Syrup,Supplement,31,3,12,0
2024-12-20,Multivitamins Syrup,Supplement,30,4,12,0
2024-12-21,Multivitamins Syrup,Supplement,32,5,12,1
2024-12-22,Multivitamins Syrup,Supplement,30,6,12,1
2024-12-23,Multivitamins Syrup,Supplement,34,0,12,0
2024-12-24,Multivitamins Syrup,Supplement,29,1,12,0
2024-12-25,Multivitamins Syrup,Supplement,38,2,12,0
2024-12-26,Multivitamins Syrup,Supplement,32,3,12,0
2024-12-27,Multivitamins Syrup,Supplement,27,4,12,0
2024-12-28,Multivitamins Syrup,Supplement,26,5,12,1
2024-12-29,Multivitamins Syrup,Supplement,31,6,12,1
2024-12-30,Multivitamins Syrup,Supplement,29,0,12,0
2024-12-31,Multivitamins Syrup,Supplement,32,1,12,0
2025-01-01,Multivitamins Syrup,Supplement,27,2,1,0
2025-01-02,Multivitamins Syrup,Supplement,26,3,1,0
2025-01-03,Multivitamins Syrup,Supplement,23,4,1,0
2025-01-04,Multivitamins Syrup,Supplement,21,5,1,1
2025-01-05,Multivitamins Syrup,Supplement,24,6,1,1
2025-01-06,Multivitamins Syrup,Supplement,29,0,1,0
2025-01-07,Multivitamins Syrup,Supplement,27,1,1,0
2025-01-08,Multivitamins Syrup,Supplement,22,2,1,0
2025-01-09,Multivitamins Syrup,Supplement,27,3,1,0
2025-01-10,Multivitamins Syrup,Supplement,27,4,1,0
2025-01-11,Multivitamins Syrup,Supplement,23,5,1,1
2025-01-12,Multivitamins Syrup,Supplement,26,6,1,1
2025-01-13,Multivitamins Syrup,Supplement,26,0,1,0
2025-01-14,Multivitamins Syrup,Supplement,22,1,1,0
2025-01-15,Multivitamins Syrup,Supplement,27,2,1,0
2025-01-16,Multivitamins Syrup,Supplement,28,3,1,0
2025-01-17,Multivitamins Syrup,Supplement,30,4,1,0
2025-01-18,Multivitamins Syrup,Supplement,29,5,1,1
2025-01-19,Multivitamins Syrup,Supplement,21,6,1,1
2025-01-20,Multivitamins Syrup,Supplement,23,0,1,0
2025-01-21,Multivitamins Syrup,Supplement,28,1,1,0
2025-01-22,Multivitamins Syrup,Supplement,28,2,1,0
2025-01-23,Multivitamins Syrup,Supplement,28,3,1,0
2025-01-24,Multivitamins Syrup,Supplement,39,4,1,0
2025-01-25,Multivitamins Syrup,Supplement,28,5,1,1
2025-01-26,Multivitamins Syrup,Supplement,30,6,1,1
2025-01-27,Multivitamins Syrup,Supplement,29,0,1,0
2025-01-28,Multivitamins Syrup,Supplement,28,1,1,0
2025-01-29,Multivitamins Syrup,Supplement,25,2,1,0
2025-01-30,Multivitamins Syrup,Supplement,29,3,1,0
2025-01-31,Multivitamins Syrup,Supplement,23,4,1,0
2025-02-01,Multivitamins Syrup,Supplement,21,5,2,1
2025-02-02,Multivitamins Syrup,Supplement,20,6,2,1
2025-02-03,Multivitamins Syrup,Supplement,22,0,2,0
2025-02-04,Multivitamins Syrup,Supplement,29,1,2,0
2025-02-05,Multivitamins Syrup,Supplement,15,2,2,0
2025-02-06,Multivitamins Syrup,Supplement,24,3,2,0
2025-02-07,Multivitamins Syrup,Supplement,16,4,2,0
2025-02-08,Multivitamins Syrup,Supplement,20,5,2,1
2025-02-09,Multivitamins Syrup,Supplement,25,6,2,1
2025-02-10,Multivitamins Syrup,Supplement,22,0,2,0
2025-02-11,Multivitamins Syrup,Supplement,18,1,2,0
2025-02-12,Multivitamins Syrup,Supplement,19,2,2,0
2025-02-13,Multivitamins Syrup,Supplement,24,3,2,0
2025-02-14,Multivitamins Syrup,Supplement,19,4,2,0
2025-02-15,Multivitamins Syrup,Supplement,22,5,2,1
2025-02-16,Multivitamins Syrup,Supplement,22,6,2,1
2025-02-17,Multivitamins Syrup,Supplement,19,0,2,0
2025-02-18,Multivitamins Syrup,Supplement,29,1,2,0
2025-02-19,Multivitamins Syrup,Supplement,24,2,2,0
2025-02-20,Multivitamins Syrup,Supplement,15,3,2,0
2025-02-21,Multivitamins Syrup,Supplement,22,4,2,0
2025-02-22,Multivitamins Syrup,Supplement,19,5,2,1
2025-02-23,Multivitamins Syrup,Supplement,24,6,2,1
2025-02-24,Multivitamins Syrup,Supplement,19,0,2,0
2025-02-25,Multivitamins Syrup,Supplement,21,1,2,0
2025-02-26,Multivitamins Syrup,Supplement,23,2,2,0
2025-02-27,Multivitamins Syrup,Supplement,25,3,2,0
2025-02-28,Multivitamins Syrup,Supplement,18,4,2,0
2025-03-01,Multivitamins Syrup,Supplement,21,5,3,1
2025-03-02,Multivitamins Syrup,Supplement,20,6,3,1
2025-03-03,Multivitamins Syrup,Supplement,20,0,3,0
2025-03-04,Multivitamins Syrup,Supplement,28,1,3,0
2025-03-05,Multivitamins Syrup,Supplement,23,2,3,0
2025-03-06,Multivitamins Syrup,Supplement,18,3,3,0
2025-03-07,Multivitamins Syrup,Supplement,25,4,3,0
2025-03-08,Multivitamins Syrup,Supplement,29,5,3,1
2025-03-09,Multivitamins Syrup,Supplement,25,6,3,1
2025-03-10,Multivitamins Syrup,Supplement,17,0,3,0
2025-03-11,Multivitamins Syrup,Supplement,20,1,3,0
2025-03-12,Multivitamins Syrup,Supplement,26,2,3,0
2025-03-13,Multivitamins Syrup,Supplement,19,3,3,0
2025-03-14,Multivitamins Syrup,Supplement,23,4,3,0
2025-03-15,Multivitamins Syrup,Supplement,24,5,3,1
2025-03-16,Multivitamins Syrup,Supplement,19,6,3,1
2025-03-17,Multivitamins Syrup,Supplement,22,0,3,0
2025-03-18,Multivitamins Syrup,Supplement,11,1,3,0
2025-03-19,Multivitamins Syrup,Supplement,18,2,3,0
2025-03-20,Multivitamins Syrup,Supplement,21,3,3,0
2025-03-21,Multivitamins Syrup,Supplement,18,4,3,0
2025-03-22,Multivitamins Syrup,Supplement,27,5,3,1
2025-03-23,Multivitamins Syrup,Supplement,17,6,3,1
2025-03-24,Multivitamins Syrup,Supplement,20,0,3,0
2025-03-25,Multivitamins Syrup,Supplement,22,1,3,0
2025-03-26,Multivitamins Syrup,Supplement,27,2,3,0
2025-03-27,Multivitamins Syrup,Supplement,17,3,3,0
2025-03-28,Multivitamins Syrup,Supplement,26,4,3,0
2025-03-29,Multivitamins Syrup,Supplement,22,5,3,1
2025-03-30,Multivitamins Syrup,Supplement,19,6,3,1
2025-03-31,Multivitamins Syrup,Supplement,23,0,3,0
2025-04-01,Multivitamins Syrup,Supplement,22,1,4,0
2025-04-02,Multivitamins Syrup,Supplement,20,2,4,0
2025-04-03,Multivitamins Syrup,Supplement,22,3,4,0
2025-04-04,Multivitamins Syrup,Supplement,21,4,4,0
2025-04-05,Multivitamins Syrup,Supplement,22,5,4,1
2025-04-06,Multivitamins Syrup,Supplement,24,6,4,1
2025-04-07,Multivitamins Syrup,Supplement,27,0,4,0
2025-04-08,Multivitamins Syrup,Supplement,18,1,4,0
2025-04-09,Multivitamins Syrup,Supplement,29,2,4,0
2025-04-10,Multivitamins Syrup,Supplement,15,3,4,0
2025-04-11,Multivitamins Syrup,Supplement,21,4,4,0
2025-04-12,Multivitamins Syrup,Supplement,24,5,4,1
2025-04-13,Multivitamins Syrup,Supplement,23,6,4,1
2025-04-14,Multivitamins Syrup,Supplement,20,0,4,0
2025-04-15,Multivitamins Syrup,Supplement,21,1,4,0
2025-04-16,Multivitamins Syrup,Supplement,20,2,4,0
2025-04-17,Multivitamins Syrup,Supplement,20,3,4,0
2025-04-18,Multivitamins Syrup,Supplement,25,4,4,0
2025-04-19,Multivitamins Syrup,Supplement,23,5,4,1
2025-04-20,Multivitamins Syrup,Supplement,20,6,4,1
2025-04-21,Multivitamins Syrup,Supplement,25,0,4,0
2025-04-22,Multivitamins Syrup,Supplement,23,1,4,0
2025-04-23,Multivitamins Syrup,Supplement,25,2,4,0
2025-04-24,Multivitamins Syrup,Supplement,24,3,4,0
2025-04-25,Multivitamins Syrup,Supplement,19,4,4,0
2025-04-26,Multivitamins Syrup,Supplement,20,5,4,1
2025-04-27,Multivitamins Syrup,Supplement,24,6,4,1
2025-04-28,Multivitamins Syrup,Supplement,24,0,4,0
2025-04-29,Multivitamins Syrup,Supplement,22,1,4,0
2025-04-30,Multivitamins Syrup,Supplement,22,2,4,0
2025-05-01,Multivitamins Syrup,Supplement,26,3,5,0
2025-05-02,Multivitamins Syrup,Supplement,20,4,5,0
2025-05-03,Multivitamins Syrup,Supplement,24,5,5,1
2025-05-04,Multivitamins Syrup,Supplement,21,6,5,1
2025-05-05,Multivitamins Syrup,Supplement,21,0,5,0
2025-05-06,Multivitamins Syrup,Supplement,26,1,5,0
2025-05-07,Multivitamins Syrup,Supplement,25,2,5,0
2025-05-08,Multivitamins Syrup,Supplement,25,3,5,0
2025-05-09,Multivitamins Syrup,Supplement,26,4,5,0
2025-05-10,Multivitamins Syrup,Supplement,22,5,5,1
2025-05-11,Multivitamins Syrup,Supplement,24,6,5,1
2025-05-12,Multivitamins Syrup,Supplement,21,0,5,0
2025-05-13,Multivitamins Syrup,Supplement,23,1,5,0
2025-05-14,Multivitamins Syrup,Supplement,21,2,5,0
2025-05-15,Multivitamins Syrup,Supplement,22,3,5,0
2025-05-16,Multivitamins Syrup,Supplement,24,4,5,0
2025-05-17,Multivitamins Syrup,Supplement,19,5,5,1
2025-05-18,Multivitamins Syrup,Supplement,29,6,5,1
2025-05-19,Multivitamins Syrup,Supplement,19,0,5,0
2025-05-20,Multivitamins Syrup,Supplement,18,1,5,0
2025-05-21,Multivitamins Syrup,Supplement,26,2,5,0
2025-05-22,Multivitamins Syrup,Supplement,25,3,5,0
2025-05-23,Multivitamins Syrup,Supplement,24,4,5,0
2025-05-24,Multivitamins Syrup,Supplement,24,5,5,1
2025-05-25,Multivitamins Syrup,Supplement,22,6,5,1
2025-05-26,Multivitamins Syrup,Supplement,19,0,5,0
2025-05-27,Multivitamins Syrup,Supplement,22,1,5,0
2025-05-28,Multivitamins Syrup,Supplement,20,2,5,0
2025-05-29,Multivitamins Syrup,Supplement,25,3,5,0
2025-05-30,Multivitamins Syrup,Supplement,21,4,5,0
2025-05-31,Multivitamins Syrup,Supplement,19,5,5,1
2025-06-01,Multivitamins Syrup,Supplement,21,6,6,1
2025-06-02,Multivitamins Syrup,Supplement,23,0,6,0
2025-06-03,Multivitamins Syrup,Supplement,20,1,6,0
2025-06-04,Multivitamins Syrup,Supplement,19,2,6,0
2025-06-05,Multivitamins Syrup,Supplement,23,3,6,0
2025-06-06,Multivitamins Syrup,Supplement,23,4,6,0
2025-06-07,Multivitamins Syrup,Supplement,20,5,6,1
2025-06-08,Multivitamins Syrup,Supplement,20,6,6,1
2025-06-09,Multivitamins Syrup,Supplement,23,0,6,0
2025-06-10,Multivitamins Syrup,Supplement,17,1,6,0
2025-06-11,Multivitamins Syrup,Supplement,17,2,6,0
2025-06-12,Multivitamins Syrup,Supplement,20,3,6,0
2025-06-13,Multivitamins Syrup,Supplement,21,4,6,0
2025-06-14,Multivitamins Syrup,Supplement,23,5,6,1
2025-06-15,Multivitamins Syrup,Supplement,27,6,6,1
2025-06-16,Multivitamins Syrup,Supplement,25,0,6,0
2025-06-17,Multivitamins Syrup,Supplement,21,1,6,0
2025-06-18,Multivitamins Syrup,Supplement,22,2,6,0
2025-06-19,Multivitamins Syrup,Supplement,19,3,6,0
2025-06-20,Multivitamins Syrup,Supplement,22,4,6,0
2025-06-21,Multivitamins Syrup,Supplement,21,5,6,1
2025-06-22,Multivitamins Syrup,Supplement,23,6,6,1
2025-06-23,Multivitamins Syrup,Supplement,19,0,6,0
2025-06-24,Multivitamins Syrup,Supplement,24,1,6,0
2025-06-25,Multivitamins Syrup,Supplement,27,2,6,0
2025-06-26,Multivitamins Syrup,Supplement,22,3,6,0
2025-06-27,Multivitamins Syrup,Supplement,23,4,6,0
2025-06-28,Multivitamins Syrup,Supplement,24,5,6,1
2025-06-29,Multivitamins Syrup,Supplement,21,6,6,1
2025-06-30,Multivitamins Syrup,Supplement,23,0,6,0
2025-07-01,Multivitamins Syrup,Supplement,22,1,7,0
2025-07-02,Multivitamins Syrup,Supplement,22,2,7,0
2025-07-03,Multivitamins Syrup,Supplement,20,3,7,0
2025-07-04,Multivitamins Syrup,Supplement,22,4,7,0
2025-07-05,Multivitamins Syrup,Supplement,24,5,7,1
2025-07-06,Multivitamins Syrup,Supplement,27,6,7,1
2025-07-07,Multivitamins Syrup,Supplement,25,0,7,0
2025-07-08,Multivitamins Syrup,Supplement,29,1,7,0
2025-07-09,Multivitamins Syrup,Supplement,20,2,7,0
2025-07-10,Multivitamins Syrup,Supplement,25,3,7,0
2025-07-11,Multivitamins Syrup,Supplement,23,4,7,0
2025-07-12,Multivitamins Syrup,Supplement,29,5,7,1
2025-07-13,Multivitamins Syrup,Supplement,19,6,7,1
2025-07-14,Multivitamins Syrup,Supplement,19,0,7,0
2025-07-15,Multivitamins Syrup,Supplement,20,1,7,0
2025-07-16,Multivitamins Syrup,Supplement,15,2,7,0
2025-07-17,Multivitamins Syrup,Supplement,20,3,7,0
2025-07-18,Multivitamins Syrup,Supplement,20,4,7,0
2025-07-19,Multivitamins Syrup,Supplement,23,5,7,1
2025-07-20,Multivitamins Syrup,Supplement,23,6,7,1
2025-07-21,Multivitamins Syrup,Supplement,28,0,7,0
2025-07-22,Multivitamins Syrup,Supplement,25,1,7,0
2025-07-23,Multivitamins Syrup,Supplement,20,2,7,0
2025-07-24,Multivitamins Syrup,Supplement,19,3,7,0
2025-07-25,Multivitamins Syrup,Supplement,24,4,7,0
2025-07-26,Multivitamins Syrup,Supplement,18,5,7,1
2025-07-27,Multivitamins Syrup,Supplement,28,6,7,1
2025-07-28,Multivitamins Syrup,Supplement,26,0,7,0
2025-07-29,Multivitamins Syrup,Supplement,21,1,7,0
2025-07-30,Multivitamins Syrup,Supplement,16,2,7,0
2025-07-31,Multivitamins Syrup,Supplement,27,3,7,0
2025-08-01,Multivitamins Syrup,Supplement,22,4,8,0
2025-08-02,Multivitamins Syrup,Supplement,26,5,8,1
2025-08-03,Multivitamins Syrup,Supplement,17,6,8,1
2025-08-04,Multivitamins Syrup,Supplement,20,0,8,0
2025-08-05,Multivitamins Syrup,Supplement,22,1,8,0
2025-08-06,Multivitamins Syrup,Supplement,22,2,8,0
2025-08-07,Multivitamins Syrup,Supplement,21,3,8,0
2025-08-08,Multivitamins Syrup,Supplement,24,4,8,0
2025-08-09,Multivitamins Syrup,Supplement,19,5,8,1
2025-08-10,Multivitamins Syrup,Supplement,22,6,8,1
2025-08-11,Multivitamins Syrup,Supplement,23,0,8,0
2025-08-12,Multivitamins Syrup,Supplement,24,1,8,0
2025-08-13,Multivitamins Syrup,Supplement,25,2,8,0
2025-08-14,Multivitamins Syrup,Supplement,18,3,8,0
2025-08-15,Multivitamins Syrup,Supplement,17,4,8,0
2025-08-16,Multivitamins Syrup,Supplement,26,5,8,1
2025-08-17,Multivitamins Syrup,Supplement,23,6,8,1
2025-08-18,Multivitamins Syrup,Supplement,20,0,8,0
2025-08-19,Multivitamins Syrup,Supplement,27,1,8,0
2025-08-20,Multivitamins Syrup,Supplement,23,2,8,0
2025-08-21,Multivitamins Syrup,Supplement,26,3,8,0
2025-08-22,Multivitamins Syrup,Supplement,22,4,8,0
2025-08-23,Multivitamins Syrup,Supplement,29,5,8,1
2025-08-24,Multivitamins Syrup,Supplement,28,6,8,1
2025-08-25,Multivitamins Syrup,Supplement,21,0,8,0
2025-08-26,Multivitamins Syrup,Supplement,25,1,8,0
2025-08-27,Multivitamins Syrup,Supplement,24,2,8,0
2025-08-28,Multivitamins Syrup,Supplement,27,3,8,0
2025-08-29,Multivitamins Syrup,Supplement,19,4,8,0
2025-08-30,Multivitamins Syrup,Supplement,24,5,8,1
2025-08-31,Multivitamins Syrup,Supplement,26,6,8,1
2025-09-01,Multivitamins Syrup,Supplement,21,0,9,0
2025-09-02,Multivitamins Syrup,Supplement,23,1,9,0
2025-09-03,Multivitamins Syrup,Supplement,20,2,9,0
2025-09-04,Multivitamins Syrup,Supplement,26,3,9,0
2025-09-05,Multivitamins Syrup,Supplement,29,4,9,0
2025-09-06,Multivitamins Syrup,Supplement,32,5,9,1
2025-09-07,Multivitamins Syrup,Supplement,27,6,9,1
2025-09-08,Multivitamins Syrup,Supplement,32,0,9,0
2025-09-09,Multivitamins Syrup,Supplement,22,1,9,0
2025-09-10,Multivitamins Syrup,Supplement,21,2,9,0
2025-09-11,Multivitamins Syrup,Supplement,27,3,9,0
2025-09-12,Multivitamins Syrup,Supplement,28,4,9,0
2025-09-13,Multivitamins Syrup,Supplement,27,5,9,1
2025-09-14,Multivitamins Syrup,Supplement,20,6,9,1
2025-09-15,Multivitamins Syrup,Supplement,27,0,9,0
2025-09-16,Multivitamins Syrup,Supplement,23,1,9,0
2025-09-17,Multivitamins Syrup,Supplement,29,2,9,0
2025-09-18,Multivitamins Syrup,Supplement,28,3,9,0
2025-09-19,Multivitamins Syrup,Supplement,24,4,9,0
2025-09-20,Multivitamins Syrup,Supplement,25,5,9,1
